"","race_grouping","aggregate_sentence_length"
"2821","Non Indigenous",2496
"2822","Non Indigenous",3590
"2823","Non Indigenous",2322
"2824","Non Indigenous",731
"2825","Non Indigenous",1277
"2826","Non Indigenous",14254
"2827","Non Indigenous",730
"2828","Non Indigenous",2922
"2829","Non Indigenous",1127
"2830","Indigenous",1871
"2831","Non Indigenous",1735
"2832","Non Indigenous",2192
"2833","Non Indigenous",2557
"2834","Non Indigenous",2633
"2835","Non Indigenous",736
"2836","Indigenous",1826
"2837","Non Indigenous",1010
"2838","Non Indigenous",5282
"2839","Non Indigenous",731
"2840","Indigenous",2252
"2841","Non Indigenous",2375
"2842","Non Indigenous",1028
"2843","Non Indigenous",1095
"2844","Indigenous",1276
"2845","Non Indigenous",1422
"2846","Non Indigenous",1294
"2847","Indigenous",730
"2848","Non Indigenous",731
"2849","Indigenous",732
"2850","Indigenous",2922
"2851","Non Indigenous",1551
"2852","Non Indigenous",8393
"2853","Non Indigenous",1611
"2854","Non Indigenous",732
"2855","Indigenous",1520
"2856","Non Indigenous",1446
"2857","Indigenous",2922
"2858","Non Indigenous",1073
"2859","Non Indigenous",1476
"2860","Indigenous",2010
"2861","Non Indigenous",1447
"2862","Non Indigenous",2008
"2863","Indigenous",1188
"2864","Non Indigenous",1096
"2865","Non Indigenous",1307
"2866","Non Indigenous",4383
"2867","Non Indigenous",1098
"2868","Indigenous",1096
"2869","Indigenous",1279
"2870","Indigenous",2284
"2871","Indigenous",1461
"2872","Non Indigenous",822
"2873","Non Indigenous",1370
"2874","Non Indigenous",1550
"2875","Indigenous",2222
"2876","Non Indigenous",1613
"2877","Non Indigenous",1096
"2878","Non Indigenous",914
"2879","Non Indigenous",730
"2880","Non Indigenous",1011
"2881","Non Indigenous",1035
"2882","Non Indigenous",731
"2883","Non Indigenous",1730
"2884","Non Indigenous",3115
"2885","Indigenous",3269
"2886","Non Indigenous",1077
"2887","Non Indigenous",730
"2888","Non Indigenous",1645
"2889","Non Indigenous",2922
"2890","Indigenous",1993
"2891","Indigenous",1947
"2892","Non Indigenous",2664
"2893","Indigenous",1613
"2894","Non Indigenous",810
"2895","Non Indigenous",821
"2896","Non Indigenous",1887
"2897","Indigenous",1095
"2898","Non Indigenous",1156
"2899","Indigenous",1645
"2900","Indigenous",1096
"2901","Non Indigenous",735
"2902","Indigenous",1153
"2903","Non Indigenous",1171
"2904","Non Indigenous",985
"2905","Non Indigenous",730
"2906","Non Indigenous",761
"2907","Indigenous",1123
"2908","Non Indigenous",1809
"2909","Non Indigenous",1096
"2910","Indigenous",2738
"2911","Non Indigenous",2100
"2912","Indigenous",3287
"2913","Non Indigenous",1885
"2914","Indigenous",975
"2915","Non Indigenous",1512
"2916","Non Indigenous",793
"2917","Non Indigenous",1696
"2918","Non Indigenous",833
"2919","Indigenous",747
"2920","Indigenous",1386
"2921","Indigenous",730
"2922","Non Indigenous",6148
"2923","Non Indigenous",2359
"2924","Non Indigenous",1096
"2925","Non Indigenous",1447
"2926","Non Indigenous",1096
"2927","Indigenous",2282
"2928","Non Indigenous",1898
"2929","Non Indigenous",1049
"2930","Indigenous",1947
"2931","Non Indigenous",3751
"2932","Indigenous",1277
"2933","Non Indigenous",1082
"2934","Non Indigenous",1370
"2935","Indigenous",1950
"2936","Non Indigenous",853
"2937","Indigenous",2617
"2938","Non Indigenous",1277
"2939","Indigenous",2473
"2940","Indigenous",1095
"2941","Non Indigenous",731
"2942","Indigenous",792
"2943","Non Indigenous",2191
"2944","Non Indigenous",5113
"2945","Non Indigenous",862
"2946","Non Indigenous",1374
"2947","Non Indigenous",1280
"2948","Non Indigenous",960
"2949","Indigenous",1001
"2950","Indigenous",2597
"2951","Non Indigenous",1096
"2952","Non Indigenous",1603
"2953","Non Indigenous",1037
"2954","Non Indigenous",883
"2955","Non Indigenous",1216
"2956","Non Indigenous",790
"2957","Non Indigenous",1096
"2958","Non Indigenous",730
"2959","Indigenous",1461
"2960","Indigenous",731
"2961","Non Indigenous",2039
"2962","Non Indigenous",2374
"2963","Non Indigenous",944
"2964","Non Indigenous",852
"2965","Non Indigenous",1827
"2966","Non Indigenous",1826
"2967","Non Indigenous",1004
"2968","Non Indigenous",1917
"2969","Non Indigenous",1461
"2970","Non Indigenous",799
"2971","Non Indigenous",838
"2972","Indigenous",1095
"2973","Non Indigenous",3379
"2974","Non Indigenous",2192
"2975","Non Indigenous",731
"2976","Indigenous",2724
"2977","Non Indigenous",2269
"2978","Non Indigenous",731
"2979","Non Indigenous",1280
"2980","Non Indigenous",1095
"2981","Non Indigenous",1064
"2982","Indigenous",5684
"2983","Non Indigenous",731
"2984","Indigenous",1096
"2985","Non Indigenous",1827
"2986","Non Indigenous",1660
"2987","Non Indigenous",730
"2988","Non Indigenous",1461
"2989","Non Indigenous",1552
"2990","Indigenous",2376
"2991","Non Indigenous",3350
"2992","Non Indigenous",943
"2993","Non Indigenous",928
"2994","Indigenous",1763
"2995","Non Indigenous",1095
"2996","Non Indigenous",913
"2997","Indigenous",731
"2998","Non Indigenous",1369
"2999","Indigenous",1643
"3000","Indigenous",1096
"3001","Non Indigenous",1036
"3002","Non Indigenous",1826
"3003","Non Indigenous",1004
"3004","Non Indigenous",6115
"3005","Indigenous",3835
"3006","Indigenous",2223
"3007","Non Indigenous",1826
"3008","Non Indigenous",1759
"3009","Non Indigenous",1125
"3010","Non Indigenous",730
"3011","Non Indigenous",1578
"3012","Non Indigenous",827
"3013","Indigenous",865
"3014","Indigenous",804
"3015","Non Indigenous",1841
"3016","Non Indigenous",1006
"3017","Non Indigenous",4052
"3018","Indigenous",1355
"3019","Non Indigenous",1249
"3020","Non Indigenous",1116
"3021","Non Indigenous",989
"3022","Non Indigenous",2376
"3023","Non Indigenous",2618
"3024","Non Indigenous",1765
"3025","Non Indigenous",10957
"3026","Indigenous",2550
"3027","Non Indigenous",2011
"3028","Non Indigenous",3882
"3029","Indigenous",4628
"3030","Non Indigenous",8601
"3031","Non Indigenous",1734
"3032","Non Indigenous",2777
"3033","Non Indigenous",2613
"3034","Non Indigenous",2922
"3035","Indigenous",1035
"3036","Non Indigenous",1611
"3037","Indigenous",3785
"3038","Indigenous",2556
"3039","Indigenous",1279
"3040","Non Indigenous",2557
"3041","Indigenous",1642
"3042","Non Indigenous",3070
"3043","Non Indigenous",1471
"3044","Non Indigenous",730
"3045","Non Indigenous",3652
"3046","Indigenous",792
"3047","Indigenous",730
"3048","Non Indigenous",915
"3049","Non Indigenous",1162
"3050","Non Indigenous",1766
"3051","Non Indigenous",1096
"3052","Non Indigenous",1230
"3053","Non Indigenous",2403
"3054","Non Indigenous",1826
"3055","Non Indigenous",2192
"3056","Non Indigenous",730
"3057","Non Indigenous",978
"3058","Non Indigenous",915
"3059","Indigenous",2375
"3060","Non Indigenous",884
"3061","Non Indigenous",854
"3062","Indigenous",753
"3063","Non Indigenous",1095
"3064","Non Indigenous",2434
"3065","Non Indigenous",1461
"3066","Non Indigenous",2693
"3067","Indigenous",2009
"3068","Non Indigenous",1918
"3069","Non Indigenous",1195
"3070","Non Indigenous",5859
"3071","Non Indigenous",731
"3072","Non Indigenous",2068
"3073","Non Indigenous",1778
"3074","Indigenous",784
"3075","Non Indigenous",1826
"3076","Non Indigenous",1498
"3077","Non Indigenous",989
"3078","Non Indigenous",1512
"3079","Non Indigenous",2375
"3080","Non Indigenous",2922
"3081","Non Indigenous",3652
"3082","Non Indigenous",731
"3083","Non Indigenous",2557
"3084","Non Indigenous",1461
"3085","Non Indigenous",1553
"3086","Non Indigenous",945
"3087","Non Indigenous",1790
"3088","Indigenous",2557
"3089","Non Indigenous",1644
"3090","Non Indigenous",2669
"3091","Non Indigenous",2192
"3092","Indigenous",2876
"3093","Non Indigenous",1230
"3094","Non Indigenous",860
"3095","Non Indigenous",2565
"3096","Indigenous",2069
"3097","Non Indigenous",1096
"3098","Non Indigenous",2664
"3099","Indigenous",1308
"3100","Non Indigenous",732
"3101","Indigenous",1096
"3102","Non Indigenous",761
"3103","Non Indigenous",1489
"3104","Indigenous",3890
"3105","Non Indigenous",1452
"3106","Non Indigenous",2055
"3107","Non Indigenous",2040
"3108","Non Indigenous",1341
"3109","Non Indigenous",2587
"3110","Non Indigenous",1402
"3111","Non Indigenous",5569
"3112","Non Indigenous",2922
"3113","Non Indigenous",1096
"3114","Non Indigenous",867
"3115","Non Indigenous",6936
"3116","Indigenous",851
"3117","Non Indigenous",4556
"3118","Indigenous",2922
"3119","Non Indigenous",975
"3120","Non Indigenous",1096
"3121","Non Indigenous",760
"3122","Indigenous",2314
"3123","Non Indigenous",1522
"3124","Non Indigenous",913
"3125","Non Indigenous",2191
"3126","Non Indigenous",1280
"3127","Indigenous",731
"3128","Non Indigenous",872
"3129","Indigenous",1261
"3130","Non Indigenous",2663
"3131","Non Indigenous",1096
"3132","Non Indigenous",1854
"3133","Non Indigenous",2130
"3134","Non Indigenous",964
"3135","Indigenous",1005
"3136","Non Indigenous",820
"3137","Non Indigenous",1461
"3138","Indigenous",1096
"3139","Non Indigenous",912
"3140","Non Indigenous",731
"3141","Non Indigenous",730
"3142","Non Indigenous",731
"3143","Non Indigenous",1107
"3144","Non Indigenous",912
"3145","Non Indigenous",730
"3146","Indigenous",730
"3147","Non Indigenous",2191
"3148","Non Indigenous",792
"3149","Non Indigenous",2008
"3150","Non Indigenous",2496
"3151","Indigenous",731
"3152","Non Indigenous",730
"3153","Non Indigenous",730
"3154","Non Indigenous",2228
"3155","Non Indigenous",1827
"3156","Non Indigenous",915
"3157","Non Indigenous",2009
"3158","Non Indigenous",864
"3159","Non Indigenous",731
"3160","Indigenous",1461
"3161","Non Indigenous",7251
"3162","Non Indigenous",1360
"3163","Non Indigenous",776
"3164","Non Indigenous",3800
"3165","Non Indigenous",1461
"3166","Non Indigenous",1947
"3167","Indigenous",1547
"3168","Non Indigenous",6209
"3169","Non Indigenous",2403
"3170","Non Indigenous",1871
"3171","Non Indigenous",913
"3172","Non Indigenous",2247
"3173","Non Indigenous",1513
"3174","Non Indigenous",2192
"3175","Non Indigenous",1206
"3176","Non Indigenous",1778
"3177","Indigenous",3652
"3178","Non Indigenous",2071
"3179","Non Indigenous",3287
"3180","Non Indigenous",1096
"3181","Non Indigenous",771
"3182","Non Indigenous",730
"3183","Non Indigenous",1826
"3184","Non Indigenous",791
"3185","Indigenous",730
"3186","Non Indigenous",731
"3187","Non Indigenous",1965
"3188","Indigenous",1995
"3189","Non Indigenous",884
"3190","Non Indigenous",1289
"3191","Non Indigenous",730
"3192","Non Indigenous",1461
"3193","Non Indigenous",3438
"3194","Non Indigenous",1231
"3195","Non Indigenous",1066
"3196","Non Indigenous",871
"3197","Non Indigenous",731
"3198","Indigenous",730
"3199","Indigenous",1532
"3200","Non Indigenous",2191
"3201","Non Indigenous",1826
"3202","Indigenous",1461
"3203","Non Indigenous",1826
"3204","Non Indigenous",1459
"3205","Non Indigenous",735
"3206","Non Indigenous",1095
"3207","Non Indigenous",1216
"3208","Non Indigenous",2831
"3209","Non Indigenous",731
"3210","Non Indigenous",2860
"3211","Indigenous",4017
"3212","Non Indigenous",2102
"3213","Non Indigenous",1461
"3214","Non Indigenous",1798
"3215","Non Indigenous",1512
"3216","Indigenous",3197
"3217","Non Indigenous",760
"3218","Non Indigenous",882
"3219","Non Indigenous",2161
"3220","Non Indigenous",2373
"3221","Indigenous",731
"3222","Non Indigenous",2282
"3223","Non Indigenous",2192
"3224","Indigenous",1765
"3225","Non Indigenous",730
"3226","Non Indigenous",1671
"3227","Non Indigenous",3652
"3228","Non Indigenous",1441
"3229","Non Indigenous",1188
"3230","Non Indigenous",1919
"3231","Non Indigenous",1827
"3232","Non Indigenous",730
"3233","Non Indigenous",2833
"3234","Non Indigenous",882
"3235","Indigenous",731
"3236","Non Indigenous",730
"3237","Indigenous",730
"3238","Non Indigenous",1301
"3239","Non Indigenous",3195
"3240","Non Indigenous",2191
"3241","Non Indigenous",9376
"3242","Indigenous",913
"3243","Non Indigenous",1186
"3244","Non Indigenous",1385
"3245","Non Indigenous",792
"3246","Non Indigenous",730
"3247","Indigenous",1826
"3248","Non Indigenous",1005
"3249","Non Indigenous",825
"3250","Non Indigenous",2191
"3251","Non Indigenous",4794
"3252","Non Indigenous",866
"3253","Non Indigenous",1826
"3254","Non Indigenous",2156
"3255","Non Indigenous",1551
"3256","Non Indigenous",2922
"3257","Non Indigenous",2891
"3258","Non Indigenous",3468
"3259","Non Indigenous",1096
"3260","Non Indigenous",838
"3261","Non Indigenous",730
"3262","Non Indigenous",911
"3263","Non Indigenous",3287
"3264","Indigenous",1109
"3265","Non Indigenous",4595
"3266","Non Indigenous",2191
"3267","Non Indigenous",4383
"3268","Non Indigenous",1461
"3269","Indigenous",730
"3270","Indigenous",1002
"3271","Indigenous",730
"3272","Non Indigenous",1461
"3273","Non Indigenous",1171
"3274","Non Indigenous",730
"3275","Non Indigenous",1036
"3276","Non Indigenous",762
"3277","Non Indigenous",2557
"3278","Non Indigenous",2657
"3279","Indigenous",2922
"3280","Indigenous",776
"3281","Non Indigenous",730
"3282","Non Indigenous",2373
"3283","Indigenous",959
"3284","Indigenous",2741
"3285","Non Indigenous",913
"3286","Non Indigenous",839
"3287","Indigenous",762
"3288","Indigenous",1553
"3289","Non Indigenous",731
"3290","Indigenous",748
"3291","Non Indigenous",1052
"3292","Non Indigenous",852
"3293","Non Indigenous",1333
"3294","Indigenous",730
"3295","Non Indigenous",3876
"3296","Non Indigenous",1716
"3297","Non Indigenous",1121
"3298","Non Indigenous",6012
"3299","Indigenous",760
"3300","Indigenous",1026
"3301","Indigenous",1184
"3302","Non Indigenous",975
"3303","Non Indigenous",1583
"3304","Non Indigenous",1663
"3305","Indigenous",730
"3306","Indigenous",3449
"3307","Non Indigenous",1007
"3308","Non Indigenous",2757
"3309","Non Indigenous",3538
"3310","Non Indigenous",731
"3311","Non Indigenous",731
"3312","Indigenous",2191
"3313","Non Indigenous",1088
"3314","Indigenous",731
"3315","Non Indigenous",730
"3316","Non Indigenous",853
"3317","Non Indigenous",1083
"3318","Non Indigenous",2191
"3319","Non Indigenous",3652
"3320","Indigenous",1627
"3321","Non Indigenous",1826
"3322","Non Indigenous",730
"3323","Non Indigenous",2557
"3324","Non Indigenous",731
"3325","Non Indigenous",1095
"3326","Non Indigenous",1370
"3327","Indigenous",3437
"3328","Non Indigenous",11932
"3329","Non Indigenous",2760
"3330","Non Indigenous",1826
"3331","Non Indigenous",1461
"3332","Non Indigenous",1374
"3333","Indigenous",980
"3334","Non Indigenous",2556
"3335","Non Indigenous",1461
"3336","Indigenous",2543
"3337","Non Indigenous",3103
"3338","Indigenous",2222
"3339","Non Indigenous",943
"3340","Indigenous",1644
"3341","Non Indigenous",952
"3342","Non Indigenous",730
"3343","Non Indigenous",5113
"3344","Non Indigenous",1280
"3345","Indigenous",1096
"3346","Non Indigenous",6178
"3347","Non Indigenous",1826
"3348","Non Indigenous",4930
"3349","Non Indigenous",2068
"3350","Indigenous",2099
"3351","Non Indigenous",845
"3352","Non Indigenous",1004
"3353","Non Indigenous",731
"3354","Indigenous",2903
"3355","Non Indigenous",1172
"3356","Indigenous",1096
"3357","Non Indigenous",1102
"3358","Non Indigenous",1827
"3359","Non Indigenous",1004
"3360","Non Indigenous",1986
"3361","Non Indigenous",987
"3362","Indigenous",2372
"3363","Non Indigenous",1323
"3364","Indigenous",2375
"3365","Indigenous",1461
"3366","Non Indigenous",2800
"3367","Non Indigenous",2192
"3368","Non Indigenous",829
"3369","Non Indigenous",730
"3370","Non Indigenous",730
"3371","Non Indigenous",2191
"3372","Non Indigenous",730
"3373","Indigenous",730
"3374","Non Indigenous",1158
"3375","Indigenous",730
"3376","Non Indigenous",823
"3377","Indigenous",1004
"3378","Non Indigenous",1247
"3379","Non Indigenous",1096
"3380","Non Indigenous",1705
"3381","Non Indigenous",1461
"3382","Non Indigenous",731
"3383","Indigenous",1461
"3384","Non Indigenous",3837
"3385","Non Indigenous",1614
"3386","Non Indigenous",3653
"3387","Non Indigenous",1461
"3388","Non Indigenous",3106
"3389","Non Indigenous",2922
"3390","Indigenous",1334
"3391","Non Indigenous",1461
"3392","Non Indigenous",2799
"3393","Non Indigenous",730
"3394","Non Indigenous",1034
"3395","Non Indigenous",1360
"3396","Indigenous",3226
"3397","Non Indigenous",1826
"3398","Non Indigenous",2360
"3399","Non Indigenous",731
"3400","Non Indigenous",2421
"3401","Indigenous",1005
"3402","Non Indigenous",2403
"3403","Indigenous",2618
"3404","Non Indigenous",1187
"3405","Indigenous",1642
"3406","Non Indigenous",2137
"3407","Non Indigenous",2192
"3408","Non Indigenous",731
"3409","Non Indigenous",1979
"3410","Non Indigenous",731
"3411","Indigenous",4201
"3412","Indigenous",913
"3413","Non Indigenous",775
"3414","Indigenous",1676
"3415","Non Indigenous",2556
"3416","Non Indigenous",730
"3417","Indigenous",2556
"3418","Non Indigenous",976
"3419","Non Indigenous",730
"3420","Non Indigenous",881
"3421","Non Indigenous",883
"3422","Non Indigenous",1710
"3423","Indigenous",731
"3424","Non Indigenous",1765
"3425","Non Indigenous",1826
"3426","Non Indigenous",731
"3427","Non Indigenous",5479
"3428","Non Indigenous",891
"3429","Non Indigenous",1461
"3430","Indigenous",4383
"3431","Indigenous",5479
"3432","Non Indigenous",914
"3433","Non Indigenous",1033
"3434","Non Indigenous",732
"3435","Non Indigenous",1096
"3436","Non Indigenous",5478
"3437","Non Indigenous",1095
"3438","Non Indigenous",2296
"3439","Non Indigenous",730
"3440","Non Indigenous",2445
"3441","Non Indigenous",2283
"3442","Indigenous",911
"3443","Non Indigenous",1369
"3444","Non Indigenous",730
"3445","Non Indigenous",1826
"3446","Non Indigenous",3021
"3447","Indigenous",5844
"3448","Non Indigenous",1219
"3449","Indigenous",1399
"3450","Non Indigenous",1887
"3451","Non Indigenous",1591
"3452","Non Indigenous",1461
"3453","Non Indigenous",1070
"3454","Non Indigenous",1369
"3455","Non Indigenous",912
"3456","Non Indigenous",1096
"3457","Non Indigenous",2192
"3458","Indigenous",2283
"3459","Indigenous",1096
"3460","Non Indigenous",730
"3461","Non Indigenous",1639
