0,1,2,3,4,5,6,7,8,9,10,11
3045,WHITE,Non Indigenous,MALE,34,Supervised,FP,DETERMINATE,823,ONTARIO,SEPARATED,
3046,METIS,Indigenous,MALE,67,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,SINGLE,CATHOLIC - ROMA
3047,MULTIRAC/ETHNIC,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,1088,ALBERTA,COMMON LAW,MUSLIM
3048,NORTH AMERICAN,Indigenous,MALE,39,Supervised,SR,DETERMINATE,1339,ALBERTA,COMMON LAW,ANGLICAN(EPIS.
3049,BLACK,Non Indigenous,FEMALE,21,Incarcerated,,DETERMINATE,1095,ONTARIO,SINGLE,NONE
3050,NORTH AMERICAN,Indigenous,MALE,24,Supervised,SR,DETERMINATE,1308,ALBERTA,SINGLE,NOT STATED
3051,BLACK,Non Indigenous,MALE,28,Supervised,FP,DETERMINATE,1704,ONTARIO,COMMON LAW,MUSLIM
3052,METIS,Indigenous,MALE,30,Incarcerated,,DETERMINATE,1384,SASKATCHEWAN,COMMON LAW,NATIVE SPIRITUA
3053,INUIT,Indigenous,MALE,41,Incarcerated,,DETERMINATE,4018,ONTARIO,SINGLE,CATH NON-SPEC
3054,NORTH AMERICAN,Indigenous,MALE,39,Incarcerated,,DETERMINATE,1049,NEW BRUNSWICK,SINGLE,NONE
3055,WHITE,Non Indigenous,MALE,62,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,PROT NON-SPEC
3056,WHITE,Non Indigenous,MALE,23,Incarcerated,,DETERMINATE,1429,QUEBEC,COMMON LAW,CATH NON-SPEC
3057,NORTH AMERICAN,Indigenous,MALE,29,Incarcerated,,DETERMINATE,1491,ALBERTA,COMMON LAW,NATIVE SPIRITUA
3058,WHITE,Non Indigenous,MALE,45,Incarcerated,,DETERMINATE,3370,NOVA SCOTIA,SINGLE,CATH NON-SPEC
3059,BLACK,Non Indigenous,MALE,80,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,PROT NON-SPEC
3060,WHITE,Non Indigenous,MALE,37,Incarcerated,,DETERMINATE,1094,ONTARIO,COMMON LAW,CHRISTIAN & MIS
3061,NORTH AMERICAN,Indigenous,MALE,24,Incarcerated,,DETERMINATE,958,ALBERTA,SINGLE,NONE
3062,ARAB/WEST ASIAN,Non Indigenous,MALE,49,Supervised,FP,DETERMINATE,4565,ONTARIO,MARRIED,MUSLIM
3063,WHITE,Non Indigenous,MALE,39,Incarcerated,,DETERMINATE,1164,QUEBEC,SINGLE,BUDDHIST
3064,WHITE,Non Indigenous,MALE,62,Supervised,DP,INDETERMINATE,0,YUKON TERRITORIES,SINGLE,NONE
3065,NORTH AMERICAN,Indigenous,MALE,32,Incarcerated,,DETERMINATE,849,ALBERTA,COMMON LAW,NATIVE SPIRITUA
3066,WHITE,Non Indigenous,MALE,70,Supervised,FP,DETERMINATE,1642,ONTARIO,COMMON LAW,NONE
3067,WHITE,Non Indigenous,MALE,34,Supervised,FP,DETERMINATE,2010,QUEBEC,SINGLE,CATH NON-SPEC
3068,NORTH AMERICAN,Indigenous,MALE,28,Incarcerated,,DETERMINATE,730,NOVA SCOTIA,COMMON LAW,
3069,WHITE,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,3066,SASKATCHEWAN,SINGLE,CATH NON-SPEC
3070,WHITE,Non Indigenous,MALE,26,Supervised,SR,DETERMINATE,1096,QUEBEC,SINGLE,CATH NON-SPEC
3071,WHITE,Non Indigenous,MALE,56,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,PROT NON-SPEC
3072,INUIT,Indigenous,MALE,28,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,CHRI NON SPEC
3073,WHITE,Non Indigenous,MALE,62,Supervised,FP,INDETERMINATE,0,ONTARIO,MARRIED,JUDAISM
3074,METIS,Indigenous,MALE,57,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,CHRIST. SCIENCE
3075,WHITE,Non Indigenous,MALE,90,Supervised,FP,INDETERMINATE,0,QUEBEC,MARRIED,CATH NON-SPEC
3076,WHITE,Non Indigenous,MALE,74,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,ANGLICAN(EPIS.
3077,WHITE,Non Indigenous,MALE,46,Supervised,FP,DETERMINATE,731,ALBERTA,SINGLE,CATHOLIC - ROMA
3078,WHITE,Non Indigenous,MALE,19,Incarcerated,,DETERMINATE,1391,ALBERTA,COMMON LAW,NONE
3079,BLACK,Non Indigenous,MALE,28,Supervised,SR,DETERMINATE,2222,QUEBEC,COMMON LAW,CATH NON-SPEC
3080,WHITE,Non Indigenous,MALE,70,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,
3081,METIS,Indigenous,MALE,25,Incarcerated,,DETERMINATE,1461,SASKATCHEWAN,COMMON LAW,CATHOLIC - ROMA
3082,WHITE,Non Indigenous,MALE,36,Supervised,SR,DETERMINATE,731,ONTARIO,SINGLE,NONE
3083,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,3181,ALBERTA,SINGLE,NONE
3084,MULTIRAC/ETHNIC,Non Indigenous,MALE,48,Incarcerated,,DETERMINATE,1764,ONTARIO,SINGLE,CHRI NON SPEC
3085,WHITE,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,4199,NOVA SCOTIA,COMMON LAW,ATHEIST
3086,WHITE,Non Indigenous,MALE,42,Incarcerated,,DETERMINATE,1280,ALBERTA,COMMON LAW,AGNOSTIC
3087,NORTH AMERICAN,Indigenous,MALE,37,Supervised,SR,DETERMINATE,1338,ONTARIO,SINGLE,NATIVE SPIRITUA
3088,WHITE,Non Indigenous,MALE,58,Supervised,FP,INDETERMINATE,0,NOVA SCOTIA,DIVORCED,CATH NON-SPEC
3089,WHITE,Non Indigenous,MALE,61,Incarcerated,,INDETERMINATE,0,ALBERTA,SINGLE,PROT NON-SPEC
3090,WHITE,Non Indigenous,MALE,67,Incarcerated,,DETERMINATE,837,QUEBEC,MARRIED,CATH NON-SPEC
3091,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,910,ALBERTA,SINGLE,
3092,WHITE,Non Indigenous,MALE,52,Supervised,DP,INDETERMINATE,0,ONTARIO,SINGLE,NONE
3093,BLACK,Non Indigenous,MALE,35,Supervised,FP,DETERMINATE,731,NOVA SCOTIA,COMMON LAW,ATHEIST
3094,BLACK,Non Indigenous,MALE,30,Supervised,FP,DETERMINATE,1461,ONTARIO,SINGLE,CATHOLIC - ROMA
3095,ASIATIC,Non Indigenous,MALE,43,Supervised,FP,INDETERMINATE,0,ONTARIO,SINGLE,OTHER
3096,WHITE,Non Indigenous,MALE,67,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,MARRIED,JUDAISM
3097,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,1369,NOVA SCOTIA,SINGLE,NOT STATED
3098,WHITE,Non Indigenous,MALE,30,Supervised,SR,DETERMINATE,2009,MANITOBA,COMMON LAW,NONE
3099,WHITE,Non Indigenous,MALE,53,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,WIDOW(ER),CATH NON-SPEC
3100,NORTH AMERICAN,Indigenous,MALE,40,Supervised,FP,DETERMINATE,1826,BRITISH COLUMBIA,MARRIED,NONE
3101,WHITE,Non Indigenous,MALE,50,Incarcerated,,DETERMINATE,1461,ALBERTA,DIVORCED,CATHOLIC - ROMA
3102,WHITE,Non Indigenous,MALE,63,Supervised,FP,INDETERMINATE,0,ONTARIO,SEPARATED,NONE
3103,WHITE,Non Indigenous,MALE,48,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
3104,NORTH AMERICAN,Indigenous,MALE,26,Incarcerated,,DETERMINATE,1781,ALBERTA,COMMON LAW,NATIVE SPIRITUA
3105,WHITE,Non Indigenous,MALE,72,Supervised,LTSO,DETERMINATE,3506,QUEBEC,SINGLE,CATHOLIC - ROMA
3106,WHITE,Non Indigenous,MALE,61,Incarcerated,,DETERMINATE,1223,QUEBEC,SINGLE,CATH NON-SPEC
3107,WHITE,Non Indigenous,MALE,37,Incarcerated,,DETERMINATE,2557,BRITISH COLUMBIA,SEPARATED,CHRI NON SPEC
3108,,Non Indigenous,MALE,22,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,SINGLE,
3109,WHITE,Non Indigenous,MALE,66,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,BAPTIST
3110,WHITE,Non Indigenous,MALE,55,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,CHRI NON SPEC
3111,WHITE,Non Indigenous,MALE,34,Supervised,SR,DETERMINATE,913,MANITOBA,SINGLE,CATHOLIC - ROMA
3112,WHITE,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,1115,ONTARIO,NOT DETERMINED,NOT STATED
3113,NORTH AMERICAN,Indigenous,MALE,44,Incarcerated,,INDETERMINATE,0,MANITOBA,MARRIED,NATIVE SPIRITUA
3114,WHITE,Non Indigenous,MALE,71,Supervised,FP,INDETERMINATE,0,ONTARIO,SEPARATED,CATH NON-SPEC
3115,METIS,Indigenous,MALE,20,Incarcerated,,DETERMINATE,1345,NOVA SCOTIA,SINGLE,
3116,NORTH AMERICAN,Indigenous,MALE,35,Supervised,FP,DETERMINATE,3199,NOVA SCOTIA,COMMON LAW,CATHOLIC - ROMA
3117,WHITE,Non Indigenous,MALE,53,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,COMMON LAW,NOT STATED
3118,METIS,Indigenous,MALE,28,Supervised,SR,DETERMINATE,3226,ALBERTA,COMMON LAW,NOT STATED
3119,WHITE,Non Indigenous,MALE,83,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,DIVORCED,PROT NON-SPEC
3120,WHITE,Non Indigenous,MALE,49,Supervised,FP,DETERMINATE,1004,ONTARIO,MARRIED,NONE
3121,WHITE,Non Indigenous,MALE,40,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATHOLIC - ROMA
3122,WHITE,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,1643,QUEBEC,MARRIED,CATH NON-SPEC
3123,WHITE,Non Indigenous,FEMALE,39,Incarcerated,,DETERMINATE,3711,QUEBEC,DIVORCED,NONE
3124,WHITE,Non Indigenous,MALE,22,Incarcerated,,DETERMINATE,1461,NOVA SCOTIA,SINGLE,
3125,NORTH AMERICAN,Indigenous,MALE,34,Incarcerated,,DETERMINATE,823,MANITOBA,COMMON LAW,NATIVE SPIRITUA
3126,WHITE,Non Indigenous,MALE,43,Incarcerated,,DETERMINATE,1340,ONTARIO,SINGLE,CATH NON-SPEC
3127,NORTH AMERICAN,Indigenous,FEMALE,48,Supervised,DP,DETERMINATE,1705,SASKATCHEWAN,SINGLE,ANGLICAN(EPIS.
3128,WHITE,Non Indigenous,MALE,80,Supervised,FP,DETERMINATE,1461,ALBERTA,SINGLE,UNITED CHURCH
3129,WHITE,Non Indigenous,MALE,61,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,ANGLICAN(EPIS.
3130,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,918,ONTARIO,COMMON LAW,CATHOLIC - ROMA
3131,NORTH AMERICAN,Indigenous,MALE,38,Supervised,SR,DETERMINATE,1734,ALBERTA,SINGLE,
3132,NORTH AMERICAN,Indigenous,MALE,28,Incarcerated,,DETERMINATE,841,ALBERTA,COMMON LAW,NONE
3133,BLACK,Non Indigenous,MALE,43,Incarcerated,,DETERMINATE,736,ONTARIO,SINGLE,
3134,WHITE,Non Indigenous,FEMALE,24,Supervised,FP,DETERMINATE,731,PRINCE EDWARD ISLAND,SINGLE,NONE
3135,WHITE,Non Indigenous,MALE,38,Incarcerated,,DETERMINATE,871,QUEBEC,COMMON LAW,CATH NON-SPEC
3136,INUIT,Indigenous,MALE,51,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,NATIVE SPIRITUA
3137,ASIAN-SOUTH,Non Indigenous,MALE,52,Incarcerated,,DETERMINATE,2403,ONTARIO,MARRIED,SIKH
3138,WHITE,Non Indigenous,MALE,24,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,CHRI NON SPEC
3139,WHITE,Non Indigenous,MALE,67,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
3140,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,1619,QUEBEC,SINGLE,CATH NON-SPEC
3141,WHITE,Non Indigenous,MALE,22,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
3142,NORTH AMERICAN,Indigenous,MALE,70,Incarcerated,,INDETERMINATE,0,ONTARIO,WIDOW(ER),PROT NON-SPEC
3143,METIS,Indigenous,MALE,41,Incarcerated,,DETERMINATE,2007,NEW BRUNSWICK,SINGLE,CATHOLIC - ROMA
3144,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,1388,ONTARIO,SINGLE,NONE
3145,WHITE,Non Indigenous,MALE,64,Incarcerated,,DETERMINATE,2312,ONTARIO,MARRIED,BAHA'I
3146,WHITE,Non Indigenous,MALE,21,Supervised,FP,DETERMINATE,731,ALBERTA,SINGLE,CATH NON-SPEC
3147,WHITE,Non Indigenous,FEMALE,27,Incarcerated,,DETERMINATE,2045,NOVA SCOTIA,MARRIED,
3148,NORTH AMERICAN,Indigenous,FEMALE,29,Incarcerated,,DETERMINATE,3653,SASKATCHEWAN,COMMON LAW,
3149,WHITE,Non Indigenous,MALE,21,Incarcerated,,DETERMINATE,1323,QUEBEC,SINGLE,CATH NON-SPEC
3150,WHITE,Non Indigenous,MALE,22,Incarcerated,,DETERMINATE,3067,QUEBEC,SINGLE,MUSLIM
3151,WHITE,Non Indigenous,MALE,38,Supervised,SR,DETERMINATE,9131,ONTARIO,COMMON LAW,CHRISTIAN & MIS
3152,WHITE,Non Indigenous,FEMALE,34,Incarcerated,,DETERMINATE,730,ONTARIO,UNKNOWN,NONE
3153,WHITE,Non Indigenous,MALE,38,Incarcerated,,DETERMINATE,1918,QUEBEC,SINGLE,CATH NON-SPEC
3154,BLACK,Non Indigenous,MALE,29,Supervised,FP,DETERMINATE,823,ALBERTA,SINGLE,NONE
3155,WHITE,Non Indigenous,MALE,37,Incarcerated,,INDETERMINATE,0,ONTARIO,MARRIED,NONE
3156,NORTH AMERICAN,Indigenous,MALE,42,Incarcerated,,DETERMINATE,914,SASKATCHEWAN,SINGLE,NOT STATED
3157,WHITE,Non Indigenous,MALE,56,Supervised,SR,DETERMINATE,4201,ONTARIO,MARRIED,SEVENTH DAY ADV
3158,WHITE,Non Indigenous,FEMALE,24,Supervised,FP,DETERMINATE,731,QUEBEC,SINGLE,NONE
3159,WHITE,Non Indigenous,MALE,55,Incarcerated,,DETERMINATE,3653,BRITISH COLUMBIA,DIVORCED,CATHOLIC - ROMA
3160,NORTH AMERICAN,Indigenous,MALE,53,Supervised,FP,INDETERMINATE,0,ALBERTA,COMMON LAW,CATH NON-SPEC
3161,WHITE,Non Indigenous,MALE,61,Supervised,LTSO,DETERMINATE,819,ONTARIO,DIVORCED,CHRISTIAN REFOR
3162,WHITE,Non Indigenous,MALE,36,Supervised,DP,DETERMINATE,973,ONTARIO,NOT DETERMINED,
3163,BLACK,Non Indigenous,MALE,36,Incarcerated,,DETERMINATE,731,NOVA SCOTIA,SINGLE,NOT STATED
3164,WHITE,Non Indigenous,MALE,21,Supervised,SR,DETERMINATE,1461,NEW BRUNSWICK,SINGLE,NONE
3165,WHITE,Non Indigenous,MALE,40,Incarcerated,,DETERMINATE,3834,ONTARIO,COMMON LAW,CATHOLIC - ROMA
3166,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,733,ALBERTA,SINGLE,
3167,WHITE,Non Indigenous,MALE,55,Supervised,DP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,PROT NON-SPEC
3168,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,730,QUEBEC,SINGLE,MUSLIM
3169,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,1552,QUEBEC,COMMON LAW,CATH NON-SPEC
3170,WHITE,Non Indigenous,MALE,32,Supervised,SR,DETERMINATE,793,ONTARIO,UNKNOWN,
3171,WHITE,Non Indigenous,MALE,52,Incarcerated,,DETERMINATE,1948,QUEBEC,SINGLE,CATH NON-SPEC
3172,WHITE,Non Indigenous,MALE,58,Incarcerated,,INDETERMINATE,0,ALBERTA,SINGLE,CHRI NON SPEC
3173,WHITE,Non Indigenous,MALE,54,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,PAGAN
3174,WHITE,Non Indigenous,MALE,38,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CHRISTIAN & MIS
3175,WHITE,Non Indigenous,MALE,43,Supervised,FP,DETERMINATE,2587,QUEBEC,COMMON LAW,CATH NON-SPEC
3176,NORTH AMERICAN,Indigenous,MALE,24,Incarcerated,,DETERMINATE,1402,BRITISH COLUMBIA,COMMON LAW,NATIVE SPIRITUA
3177,,Non Indigenous,MALE,52,Incarcerated,,DETERMINATE,730,SASKATCHEWAN,MARRIED,
3178,METIS,Indigenous,MALE,22,Supervised,FP,DETERMINATE,822,ALBERTA,SINGLE,BUDDHIST
3179,BLACK,Non Indigenous,MALE,37,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,MUSLIM
3180,METIS,Indigenous,MALE,38,Incarcerated,,DETERMINATE,2465,QUEBEC,COMMON LAW,MUSLIM
3181,WHITE,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,1305,ALBERTA,COMMON LAW,NONE
3182,ARAB/WEST ASIAN,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,1390,ONTARIO,UNKNOWN,NONE
3183,WHITE,Non Indigenous,MALE,40,Supervised,SR,DETERMINATE,1645,BRITISH COLUMBIA,COMMON LAW,
3184,WHITE,Non Indigenous,MALE,70,Supervised,FP,INDETERMINATE,0,QUEBEC,MARRIED,CATH NON-SPEC
3185,WHITE,Non Indigenous,MALE,54,Incarcerated,,DETERMINATE,1827,NEW BRUNSWICK,SINGLE,CATHOLIC - ROMA
3186,WHITE,Non Indigenous,MALE,22,Supervised,FP,DETERMINATE,915,ALBERTA,SINGLE,NOT STATED
3187,WHITE,Non Indigenous,MALE,36,Incarcerated,,DETERMINATE,820,BRITISH COLUMBIA,SINGLE,CATHOLIC - ROMA
3188,WHITE,Non Indigenous,MALE,67,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,PROT NON-SPEC
3189,WHITE,Non Indigenous,MALE,71,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
3190,WHITE,Non Indigenous,MALE,26,Supervised,DP,DETERMINATE,1507,ALBERTA,SINGLE,CATHOLIC - ROMA
3191,BLACK,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,1095,QUEBEC,COMMON LAW,MUSLIM
3192,METIS,Indigenous,MALE,32,Supervised,DP,DETERMINATE,1096,ALBERTA,COMMON LAW,NONE
3193,WHITE,Non Indigenous,MALE,69,Incarcerated,,DETERMINATE,2192,QUEBEC,MARRIED,CATH NON-SPEC
3194,WHITE,Non Indigenous,MALE,53,Supervised,SR,DETERMINATE,1826,ONTARIO,SINGLE,PROT NON-SPEC
3195,ARAB/WEST ASIAN,Non Indigenous,MALE,24,Supervised,FP,DETERMINATE,2922,ONTARIO,SINGLE,MUSLIM
3196,WHITE,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,1125,QUEBEC,SINGLE,CATH NON-SPEC
3197,EURO.-WESTERN,Non Indigenous,MALE,58,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,COMMON LAW,CATHOLIC - ROMA
3198,BLACK,Non Indigenous,MALE,48,Incarcerated,,DETERMINATE,2683,ONTARIO,SINGLE,NONE
3199,WHITE,Non Indigenous,MALE,52,Incarcerated,,DETERMINATE,12462,QUEBEC,SINGLE,CATH NON-SPEC
3200,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,1096,ONTARIO,UNKNOWN,
3201,BLACK,Non Indigenous,MALE,47,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,SUFIISM
3202,BLACK,Non Indigenous,MALE,31,Supervised,FP,DETERMINATE,1705,ONTARIO,COMMON LAW,CHRI NON SPEC
3203,NORTH AMERICAN,Indigenous,MALE,52,Incarcerated,,DETERMINATE,4050,BRITISH COLUMBIA,SINGLE,NATIVE SPIRITUA
3204,NORTH AMERICAN,Indigenous,MALE,33,Incarcerated,,DETERMINATE,1887,ALBERTA,SINGLE,CATHOLIC - ROMA
3205,NORTH AMERICAN,Indigenous,MALE,29,Incarcerated,,DETERMINATE,1217,ALBERTA,SINGLE,NATIVE SPIRITUA
3206,EURO.-EASTERN,Non Indigenous,MALE,28,Supervised,DP,DETERMINATE,1461,BRITISH COLUMBIA,SINGLE,MUSLIM
3207,NORTH AMERICAN,Indigenous,MALE,26,Incarcerated,,DETERMINATE,1004,MANITOBA,SINGLE,CATHOLIC - NATI
3208,WHITE,Non Indigenous,MALE,58,Incarcerated,,DETERMINATE,4020,ONTARIO,COMMON LAW,NONE
3209,NORTH AMERICAN,Indigenous,MALE,38,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,PROT NON-SPEC
3210,WHITE,Non Indigenous,MALE,50,Incarcerated,,DETERMINATE,1187,NOVA SCOTIA,SINGLE,CATHOLIC - ROMA
3211,METIS,Indigenous,MALE,37,Incarcerated,,DETERMINATE,2490,ALBERTA,SINGLE,
3212,WHITE,Non Indigenous,MALE,56,Incarcerated,,DETERMINATE,3652,ONTARIO,UNKNOWN,CATH NON-SPEC
3213,WHITE,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,3106,ONTARIO,SINGLE,CATHOLIC - ROMA
3214,WHITE,Non Indigenous,MALE,53,Incarcerated,,DETERMINATE,1452,NEW BRUNSWICK,SINGLE,PROT NON-SPEC
3215,WHITE,Non Indigenous,MALE,74,Supervised,FP,INDETERMINATE,0,QUEBEC,SEPARATED,CATH NON-SPEC
3216,WHITE,Non Indigenous,MALE,23,Incarcerated,,DETERMINATE,3681,ALBERTA,COMMON LAW,MUSLIM
3217,FILIPINO,Non Indigenous,MALE,38,Supervised,FP,DETERMINATE,1779,BRITISH COLUMBIA,SINGLE,CATH NON-SPEC
3218,ARAB,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,2425,QUEBEC,SINGLE,MUSLIM
3219,WHITE,Non Indigenous,MALE,67,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
3220,BLACK,Non Indigenous,MALE,37,Supervised,SR,DETERMINATE,912,QUEBEC,COMMON LAW,CATH NON-SPEC
3221,WHITE,Non Indigenous,MALE,32,Supervised,FP,DETERMINATE,869,QUEBEC,COMMON LAW,CATH NON-SPEC
3222,METIS,Indigenous,FEMALE,39,Supervised,FP,DETERMINATE,3223,QUEBEC,SINGLE,CATH NON-SPEC
3223,MULTIRAC/ETHNIC,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,2171,BRITISH COLUMBIA,COMMON LAW,
3224,WHITE,Non Indigenous,FEMALE,27,Supervised,DP,DETERMINATE,748,QUEBEC,COMMON LAW,CATH NON-SPEC
3225,WHITE,Non Indigenous,MALE,43,Incarcerated,,DETERMINATE,822,ONTARIO,COMMON LAW,NONE
3226,WHITE,Non Indigenous,MALE,26,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,NONE
3227,WHITE,Non Indigenous,MALE,61,Incarcerated,,DETERMINATE,730,QUEBEC,DIVORCED,CATH NON-SPEC
3228,WHITE,Non Indigenous,MALE,23,Supervised,FP,DETERMINATE,1826,NOVA SCOTIA,COMMON LAW,NOT STATED
3229,NORTH AMERICAN,Indigenous,MALE,31,Incarcerated,,DETERMINATE,896,BRITISH COLUMBIA,SINGLE,NOT STATED
3230,METIS,Indigenous,MALE,32,Incarcerated,,DETERMINATE,759,ALBERTA,COMMON LAW,CATH NON-SPEC
3231,WHITE,Non Indigenous,MALE,51,Incarcerated,,INDETERMINATE,0,ONTARIO,DIVORCED,OTHER
3232,NORTH AMERICAN,Indigenous,MALE,21,Supervised,SR,DETERMINATE,1399,MANITOBA,COMMON LAW,NATIVE SPIRITUA
3233,WHITE,Non Indigenous,MALE,27,Supervised,SR,DETERMINATE,1369,BRITISH COLUMBIA,SINGLE,NONE
3234,BLACK,Non Indigenous,MALE,39,Supervised,FP,DETERMINATE,1826,ONTARIO,SINGLE,RASTAFARIAN
3235,WHITE,Non Indigenous,FEMALE,28,Incarcerated,,DETERMINATE,912,ONTARIO,SINGLE,CATH NON-SPEC
3236,WHITE,Non Indigenous,MALE,38,Incarcerated,,DETERMINATE,2738,ONTARIO,COMMON LAW,JUDAISM
3237,NORTH AMERICAN,Indigenous,MALE,44,Supervised,FP,INDETERMINATE,0,MANITOBA,MARRIED,NATIVE SPIRITUA
3238,,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,1096,SASKATCHEWAN,SINGLE,
3239,WHITE,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,1095,SASKATCHEWAN,SINGLE,NONE
3240,BLACK,Non Indigenous,MALE,33,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,MUSLIM
3241,WHITE,Non Indigenous,MALE,56,Incarcerated,,INDETERMINATE,0,ONTARIO,DIVORCED,WICCA
3242,WHITE,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,2411,ALBERTA,COMMON LAW,MUSLIM
3243,ASI-E/SOUTHEAST,Non Indigenous,MALE,39,Supervised,FP,DETERMINATE,2145,ONTARIO,SINGLE,BUDDHIST
3244,WHITE,Non Indigenous,MALE,61,Incarcerated,,DETERMINATE,2563,QUEBEC,SINGLE,CATH NON-SPEC
3245,WHITE,Non Indigenous,MALE,41,Supervised,SR,DETERMINATE,1642,ONTARIO,SINGLE,NONE
3246,NORTH AMERICAN,Indigenous,MALE,70,Incarcerated,,DETERMINATE,2556,BRITISH COLUMBIA,WIDOW(ER),CHRI NON SPEC
3247,WHITE,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,1734,NEW BRUNSWICK,SINGLE,BAPTIST
3248,WHITE,Non Indigenous,MALE,41,Supervised,FP,DETERMINATE,3652,NOVA SCOTIA,MARRIED,NONE
3249,NORTH AMERICAN,Indigenous,MALE,39,Incarcerated,,INDETERMINATE,0,ALBERTA,COMMON LAW,NATIVE SPIRITUA
3250,WHITE,Non Indigenous,MALE,59,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
3251,WHITE,Non Indigenous,MALE,70,Incarcerated,,DETERMINATE,5526,QUEBEC,DIVORCED,CATH NON-SPEC
3252,WHITE,Non Indigenous,MALE,41,Supervised,DP,DETERMINATE,1713,ONTARIO,COMMON LAW,CATHOLIC - ROMA
3253,SOUTH ASIAN,Non Indigenous,FEMALE,35,Supervised,SR,DETERMINATE,1916,ALBERTA,SINGLE,CATHOLIC - ROMA
3254,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,939,ONTARIO,UNKNOWN,NONE
3255,WHITE,Non Indigenous,MALE,70,Supervised,SR,DETERMINATE,1461,ONTARIO,MARRIED,CATHOLIC - ROMA
3256,WHITE,Non Indigenous,MALE,53,Supervised,SR,DETERMINATE,4383,QUEBEC,COMMON LAW,CATH NON-SPEC
3257,WHITE,Non Indigenous,FEMALE,34,Supervised,FP,DETERMINATE,2055,ONTARIO,SINGLE,CATHOLIC - ROMA
